"[(~a_15-<d_22,~a_7,a_6),a_6,~a_7,d_22]","[(a_15-<d_22,d_30,~a_7,a_6),a_6,~a_7,d_30,d_22]","[(a_15-<d_22,d_30,~a_7,a_6),a_6,~a_7,d_30,d_22]"
"[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]","[(a_15-< ~d_31,d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23,~d_31]","[(a_15-< ~d_31,d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23,~d_31]"
"[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]","[(a_15-<d_23,d_32,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_32,d_23]","[(a_15-<d_23,d_32,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_32,d_23]"
"[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(~a_15-<d_20,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_20]","[(~a_15-<d_20,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_20]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(~a_15-< ~d_21,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,~d_21]","[(~a_15-< ~d_21,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,~d_21]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(~a_15-<d_22,~a_7,a_6),a_6,~a_7,d_22]","[(~a_15-<d_22,~a_7,a_6),a_6,~a_7,d_22]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]","[(~a_15-<d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-< ~a_11),(~a_11-<a_6,~a_7),~a_7,a_6]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-<d_20,d_24,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_24,d_20]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-<d_20,d_24,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_24,d_20]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-<d_20,d_24,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_24,d_20]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-<d_20,d_25,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_25,d_20]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-<d_20,d_25,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_25,d_20]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-<d_20,d_25,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_25,d_20]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-<d_20,d_26,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_26,d_20]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-<d_20,d_26,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_26,d_20]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-<d_20,d_26,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_26,d_20]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-< ~d_21,d_27,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_27,~d_21]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-< ~d_21,d_27,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_27,~d_21]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-< ~d_21,d_27,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_27,~d_21]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-< ~d_21,d_28,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_28,~d_21]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-< ~d_21,d_28,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_28,~d_21]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-< ~d_21,d_28,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_28,~d_21]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-< ~d_31,d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23,~d_31]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-< ~d_31,d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23,~d_31]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-< ~d_31,d_23,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_23,~d_31]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_15-<d_23,d_32,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_32,d_23]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_15-<d_23,d_32,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_32,d_23]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_15-<d_23,d_32,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_32,d_23]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_17-< ~d_33,a_8,a_6),a_6,a_8,~d_33]","[(a_17-< ~d_33,~d_37,a_8,a_6),a_6,a_8,~d_37,~d_33]","[(a_17-< ~d_33,~d_37,a_8,a_6),a_6,a_8,~d_37,~d_33]"
"[(~a_17-< ~d_33,a_8,a_6),a_6,a_8,~d_33]","[(a_17-< ~d_33,a_8,d_38,a_6),a_6,d_38,a_8,~d_33]","[(a_17-< ~d_33,a_8,d_38,a_6),a_6,d_38,a_8,~d_33]"
"[(~a_17-< ~d_33,a_8,a_6),a_6,a_8,~d_33]","[(a_17-< ~d_33,d_39,a_8,a_6),a_6,a_8,d_39,~d_33]","[(a_17-< ~d_33,d_39,a_8,a_6),a_6,a_8,d_39,~d_33]"
"[(~a_17-< ~d_33,a_8,a_6),a_6,a_8,~d_33]","[(a_17-< ~d_33,a_8,~d_40,a_6),a_6,~d_40,a_8,~d_33]","[(a_17-< ~d_33,a_8,~d_40,a_6),a_6,~d_40,a_8,~d_33]"
"[(~a_17-<d_34,a_8,a_6),a_6,a_8,d_34]","[(a_17-<d_34,a_8,d_41,a_6),a_6,d_41,a_8,d_34]","[(a_17-<d_34,a_8,d_41,a_6),a_6,d_41,a_8,d_34]"
"[(~a_17-<d_34,a_8,a_6),a_6,a_8,d_34]","[(a_17-<d_34,a_8,d_42,a_6),a_6,d_42,a_8,d_34]","[(a_17-<d_34,a_8,d_42,a_6),a_6,d_42,a_8,d_34]"
"[(~a_17-<a_8,~d_35,a_6),a_6,~d_35,a_8]","[(a_17-<d_43,a_8,~d_35,a_6),a_6,~d_35,a_8,d_43]","[(a_17-<d_43,a_8,~d_35,a_6),a_6,~d_35,a_8,d_43]"
"[(~a_17-<a_8,~d_35,a_6),a_6,~d_35,a_8]","[(a_17-<d_44,a_8,~d_35,a_6),a_6,~d_35,a_8,d_44]","[(a_17-<d_44,a_8,~d_35,a_6),a_6,~d_35,a_8,d_44]"
"[(~a_17-<a_8,d_36,a_6),a_6,d_36,a_8]","[(a_17-<d_45,a_8,d_36,a_6),a_6,d_36,a_8,d_45]","[(a_17-<d_45,a_8,d_36,a_6),a_6,d_36,a_8,d_45]"
"[(a_17-< ~a_13),(~a_13-<a_8,a_6),a_6,a_8]","[(~a_17-< ~d_33,a_8,a_6),a_6,a_8,~d_33]","[(~a_17-< ~d_33,a_8,a_6),a_6,a_8,~d_33]"
"[(a_17-< ~a_13),(~a_13-<a_8,a_6),a_6,a_8]","[(~a_17-<d_34,a_8,a_6),a_6,a_8,d_34]","[(~a_17-<d_34,a_8,a_6),a_6,a_8,d_34]"
"[(a_17-< ~a_13),(~a_13-<a_8,a_6),a_6,a_8]","[(~a_17-<a_8,~d_35,a_6),a_6,~d_35,a_8]","[(~a_17-<a_8,~d_35,a_6),a_6,~d_35,a_8]"
"[(a_17-< ~a_13),(~a_13-<a_8,a_6),a_6,a_8]","[(~a_17-<a_8,d_36,a_6),a_6,d_36,a_8]","[(~a_17-<a_8,d_36,a_6),a_6,d_36,a_8]"
"[(~a_16-< ~d_46,a_8,~a_3),~a_3,a_8,~d_46]","[(a_16-< ~d_46,a_8,~a_3,d_50),d_50,~a_3,a_8,~d_46]","[(a_16-< ~d_46,a_8,~a_3,d_50),d_50,~a_3,a_8,~d_46]"
"[(~a_16-< ~d_46,a_8,~a_3),~a_3,a_8,~d_46]","[(a_16-< ~d_46,a_8,~a_3,d_51),d_51,~a_3,a_8,~d_46]","[(a_16-< ~d_46,a_8,~a_3,d_51),d_51,~a_3,a_8,~d_46]"
"[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]","[(a_16-< ~d_47,d_52,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,d_52,~d_47]","[(a_16-< ~d_47,d_52,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,d_52,~d_47]"
"[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]","[(a_16-<d_53,~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47,d_53]","[(a_16-<d_53,~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47,d_53]"
"[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_16-<d_48,~a_7,a_6),a_6,~a_7,d_48]","[(a_16-<d_48,~d_54,~a_7,a_6),a_6,~a_7,~d_54,d_48]","[(a_16-<d_48,~d_54,~a_7,a_6),a_6,~a_7,~d_54,d_48]"
"[(~a_16-<d_49,a_8,~a_3),~a_3,a_8,d_49]","[(a_16-<d_49,a_8,~a_3,~d_55),~d_55,~a_3,a_8,d_49]","[(a_16-<d_49,a_8,~a_3,~d_55),~d_55,~a_3,a_8,d_49]"
"[(a_16-< ~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8]","[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]","[(~a_16-< ~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47]"
"[(a_16-< ~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_16-< ~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_16-< ~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_16-< ~d_47,d_52,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,d_52,~d_47]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_16-< ~d_47,d_52,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,d_52,~d_47]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_16-< ~d_47,d_52,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,d_52,~d_47]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(a_16-<d_53,~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47,d_53]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(a_16-<d_53,~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47,d_53]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(a_16-<d_53,~d_47,~a_10,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,(~a_10-<a_8,~a_3),~a_3,a_8,~d_47,d_53]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_18-< ~d_56,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,~d_56]","[(a_18-<a_6,~a_10,~a_3,d_60,~d_56),~d_56,d_60,~a_3,(~a_10-<a_8,~a_3),a_8,a_6]","[(a_18-<a_6,~a_10,~a_3,d_60,~d_56),~d_56,d_60,~a_3,(~a_10-<a_8,~a_3),a_8,a_6]"
"[(~a_18-< ~d_56,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,~d_56]","[(a_18-<a_6,~d_61,~a_10,~a_3,~d_56),~d_56,~a_3,(~a_10-<a_8,~a_3),a_8,~d_61,a_6]","[(a_18-<a_6,~d_61,~a_10,~a_3,~d_56),~d_56,~a_3,(~a_10-<a_8,~a_3),a_8,~d_61,a_6]"
"[(~a_18-< ~d_56,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,~d_56]","[(a_18-<a_6,~a_10,~a_3,d_62,~d_56),~d_56,d_62,~a_3,(~a_10-<a_8,~a_3),a_8,a_6]","[(a_18-<a_6,~a_10,~a_3,d_62,~d_56),~d_56,d_62,~a_3,(~a_10-<a_8,~a_3),a_8,a_6]"
"[(~a_18-< ~d_57,a_8,~a_3),~a_3,a_8,~d_57]","[(a_18-<d_63,~d_57,a_8,~a_3),~a_3,a_8,~d_57,d_63]","[(a_18-<d_63,~d_57,a_8,~a_3),~a_3,a_8,~d_57,d_63]"
"[(~a_18-< ~d_57,a_8,~a_3),~a_3,a_8,~d_57]","[(a_18-< ~d_64,~d_57,a_8,~a_3),~a_3,a_8,~d_57,~d_64]","[(a_18-< ~d_64,~d_57,a_8,~a_3),~a_3,a_8,~d_57,~d_64]"
"[(~a_18-<d_58,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,d_58]","[(a_18-< ~a_10,~a_3,d_58,d_65,a_6),a_6,d_65,d_58,~a_3,(~a_10-<a_8,~a_3),a_8]","[(a_18-< ~a_10,~a_3,d_58,d_65,a_6),a_6,d_65,d_58,~a_3,(~a_10-<a_8,~a_3),a_8]"
"[(~a_18-<d_59,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,d_59]","[(a_18-< ~a_10,~a_3,d_59,d_66,a_6),a_6,d_66,d_59,~a_3,(~a_10-<a_8,~a_3),a_8]","[(a_18-< ~a_10,~a_3,d_59,d_66,a_6),a_6,d_66,d_59,~a_3,(~a_10-<a_8,~a_3),a_8]"
"[(a_18-< ~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8]","[(~a_18-< ~d_56,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,~d_56]","[(~a_18-< ~d_56,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,~d_56]"
"[(a_18-< ~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8]","[(~a_18-<d_58,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,d_58]","[(~a_18-<d_58,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,d_58]"
"[(a_18-< ~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8]","[(~a_18-<d_59,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,d_59]","[(~a_18-<d_59,~a_10,~a_3,a_6),a_6,~a_3,(~a_10-<a_8,~a_3),a_8,d_59]"
"[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(~a_19-< ~d_71,~d_67,~a_7,a_6),a_6,~a_7,~d_67,~d_71]","[(~a_19-< ~d_71,~d_67,~a_7,a_6),a_6,~a_7,~d_67,~d_71]"
"[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(~a_19-< ~d_67,~d_72,~a_7,a_6),a_6,~a_7,~d_72,~d_67]","[(~a_19-< ~d_67,~d_72,~a_7,a_6),a_6,~a_7,~d_72,~d_67]"
"[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(~a_19-< ~d_73,~d_67,~a_7,a_6),a_6,~a_7,~d_67,~d_73]","[(~a_19-< ~d_73,~d_67,~a_7,a_6),a_6,~a_7,~d_67,~d_73]"
"[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(~a_19-< ~d_67,d_74,~a_7,a_6),a_6,~a_7,d_74,~d_67]","[(~a_19-< ~d_67,d_74,~a_7,a_6),a_6,~a_7,d_74,~d_67]"
"[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(~a_19-<d_69,d_77,~a_7,a_6),a_6,~a_7,d_77,d_69]","[(~a_19-<d_69,d_77,~a_7,a_6),a_6,~a_7,d_77,d_69]"
"[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(~a_19-<d_69,d_78,~a_7,a_6),a_6,~a_7,d_78,d_69]","[(~a_19-<d_69,d_78,~a_7,a_6),a_6,~a_7,d_78,d_69]"
"[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(~a_19-<d_70,~d_79,~a_7,a_6),a_6,~a_7,~d_79,d_70]","[(~a_19-<d_70,~d_79,~a_7,a_6),a_6,~a_7,~d_79,d_70]"
"[(~a_19<- ~a_11,a_6),a_6,(~a_11-<a_6,~a_7),~a_7]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_19<- ~a_11,a_6),a_6,(~a_11-<a_6,~a_7),~a_7]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_19<- ~a_11,a_6),a_6,(~a_11-<a_6,~a_7),~a_7]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_19-<a_6,d_75,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,d_75]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_19-<a_6,d_75,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,d_75]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_19-<a_6,d_75,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,d_75]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_19-<a_6,d_75,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,d_75]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_19-<a_6,d_75,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,d_75]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_19-<a_6,d_75,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,d_75]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_19-<a_6,~d_76,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,~d_76]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_19-<a_6,~d_76,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,~d_76]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]","[(a_19-< ~d_67,~a_7,a_6),a_6,~a_7,~d_67]"
"[(~a_19-<a_6,~d_76,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,~d_76]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_19-<a_6,~d_76,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,~d_76]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]","[(a_19-<d_69,~a_7,a_6),a_6,~a_7,d_69]"
"[(~a_19-<a_6,~d_76,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,~d_76]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
"[(~a_19-<a_6,~d_76,d_68,~a_11),(~a_11-<a_6,~a_7),~a_7,a_6,d_68,~d_76]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]","[(a_19-<d_70,~a_7,a_6),a_6,~a_7,d_70]"
arg1,arg2,defeater
"[(a_15-<a_2,a_0,~d_22,~a_13),(~a_13-< ~a_4,a_0),a_0,~a_4,~d_22,a_2]","[(~a_15-< ~a_13,a_0,~d_26,a_2,~d_22),~d_22,a_2,~d_26,a_0,(~a_13-< ~a_4,a_0),~a_4]","[(~a_15-< ~a_13,a_0,~d_26,a_2,~d_22),~d_22,a_2,~d_26,a_0,(~a_13-< ~a_4,a_0),~a_4]"
"[(a_15-<a_2,a_0,~d_22,~a_13),(~a_13-< ~a_4,a_0),a_0,~a_4,~d_22,a_2]","[(~a_15-< ~a_13,a_0,a_2,d_27,~d_22),~d_22,d_27,a_2,a_0,(~a_13-< ~a_4,a_0),~a_4]","[(~a_15-< ~a_13,a_0,a_2,d_27,~d_22),~d_22,d_27,a_2,a_0,(~a_13-< ~a_4,a_0),~a_4]"
